,user_id,business_id,text,date,compliment_count
17,q91tQNboB-0HWtM8cXRjdg,R6QCy5sVlySKgqvHb-HhTg,"['best', 'happi', 'hour', 'madison', '-', '$', '3.50', 'tasti', 'cocktail']",2011-08-26 22:52:43,0
18,RfZ9B2jmfUuqLK6T9f8KwQ,VSu7GYn-Zln5TLZh_fMtvQ,"['skip', 'chip', 'chees', 'chip', 'stale', 'queso', 'like', 'cost', '$', '4']",2017-09-27 22:20:16,0
19,KImDfKRpLV1vv7in15gehg,nQNjtPpAHw0A8FZj1hPajQ,"['cone', 'earli', 'concert', 'get', 'best', 'seat']",2014-06-03 00:14:52,0
20,2oz4z-puG0VOeEbpts2XAA,lzRlrIWuQmHVWU4zV6yZUw,"['our', 'favorit', 'spot', 'indulg', 'breakfast', 'sun', 'prairi', '!', 'the', 'greek', 'omelett', 'favorit']",2012-10-14 17:30:44,0
21,FqNT4NXpauSXVzP9TXHkMg,1a3Pkkwb7yB_vmxgKwmqXw,"['friday', 'night', 'june', ""'rooftop"", 'cinema', ""'"", '!', 'interest', 'wall', 'movi', ""'ve"", 'never', 'heard', 'great', 'date', 'night', '!']",2014-06-07 03:57:08,0
22,sCNW2-Bvtdcbe1apYhyaAQ,y6R_bSCYiotoUjvygVcFaQ,"['great', 'food', 'beer', 'servic', '!', 'worth', 'wait', '!']",2016-04-20 03:00:16,0
23,i7NPAvpcMqjhR-5VsOG9pg,p4qvXkb34X8hgidxEZ33Gw,"['solid', 'place', 'get', 'thai', 'food', 'have', 'disappoint', 'yet']",2015-09-11 03:07:09,0
24,9SWtEX1k9AjRg93BAzMCpg,2VLvKcrOzuLkWW4G-wVgzA,"['love', 'particip', 'mani', 'local', 'chariti']",2013-08-17 00:13:44,0
25,V7Q6GjezXk1GanE__2DeSg,Dy99p5bWfr6g0UtlmPjDqg,"['they', 'famou', 'grazé', 'magic', 'coffe', '!']",2015-09-19 16:23:57,0
26,r-zUIQPaHzvIyL93wQaoiQ,P3pgWKV7j_ea-UqIaOnvvg,"['It', ""'s"", 'late', 'checkin', 'trust', '&', 'believ', '-', 'I', 'went', 'back', 'choos', '8pc', 'dark/mix/whit', '$', '11.99']",2013-11-28 06:31:31,0
27,YLXtmMLhNVJBPgwPlppaLA,RJNAeNA-209sctUO0dmwuA,"['the', 'best', 'bloodi', 'mari', 'I', 'amaz']",2014-10-06 23:25:32,0
28,UAlZb-ZsAOL8MvEbcSUHSQ,k9RUMKASTB6QZ-NkfnN8Fg,"['back', '!', 'love', 'view', '!']",2017-06-15 23:50:37,0
29,uf1UdKswKWOqFLUvRvvbzA,iUPRmBfFZe4oz78R9m_zSw,"['great', 'atmospher', '!']",2011-04-16 00:44:09,0
30,6P1yQuEsOtw0Wwk3GU1EkA,iSOaf_-deg1nIlCm3cuzvg,"['ribey', 'toughest', 'steak', 'I', 'ever', 'order', 'medium-rar', 'got', 'rare', 'Do', ""n't"", '!']",2010-12-03 05:31:16,0
31,kUWdlP3z0ZRtmCiiIYCyGA,sXYkjcuGhtaYP8yeQPaHgA,"['believ', 'hype', 'eat', 'food', '...', 'that']",2013-11-27 12:15:58,0
32,r-zUIQPaHzvIyL93wQaoiQ,9w18Hgg_UmI18YyVTP_E3Q,"['peopl', 'earth', ':', 'tex-mex']",2013-02-06 03:00:17,0
33,7mzACXQ5F4EduE9jF_tI-g,RJNAeNA-209sctUO0dmwuA,"['brandi', 'old', 'fashion', 'sweet', 'chees', 'curd']",2010-03-26 00:58:59,0
34,r-zUIQPaHzvIyL93wQaoiQ,9D9VuQW6ysUacf63q-5pMA,"['walk', 'window', 'mandatori', 'hour']",2013-12-07 06:45:19,0
35,SEZVQUIxNukcowUAR14VUQ,EWcCj1D3K1NnEgYD_LjgDQ,"['I', 'love', 'smell', 'latt', 'sunni', 'afternoon', 'It', 'smell', 'like', '...', 'relax']",2016-04-22 18:37:50,0
36,Y1IWQWJuv2iQVyNxggxfww,qlYEn2ANcY-x-2IwgOD91g,"['intern', 'made', 'corn', 'beef', 'brisket', 'delici', '30', '%', 'fat', 'price', 'much', 'high']",2017-03-16 18:35:05,0
37,4MVOsEviZF96rVi4jmZIyA,VeHqcEfR_-v2-bSvNYFgNA,"['On', 'recent', 'return', 'visit', 'I', 'tri', 'lamb', 'chop', 'excel']",2014-09-29 07:55:54,0
38,acsbJd7Woyq1LZ0ciYpDQg,Lku_keJf44D0LxbRAIZOcg,"['they', 'good', 'chicken', 'lack', 'deliveri', 'option']",2015-05-28 06:44:22,0
39,LQQaXPUEDXvR7qa2uaqn1w,F2KO-6OpG6F6Hg722IrgOA,"['great', 'place', 'chill']",2012-10-11 00:35:34,0
40,uf1UdKswKWOqFLUvRvvbzA,0ETtpZSd6f7q_-o-7gutPg,"['nutella', 'muffin']",2011-04-23 15:51:20,0
41,UpKyMVk02grOEJDPPsbZjQ,B5EZlEDH6AVDk8tQGHAGqg,"['free', 'popcorn', '!']",2015-09-12 17:27:00,0
42,FIKTMne1DsA3UsGQ1OoVwQ,OzlqZV3-Pywyml2TC52WDw,"['great', 'beer', 'list', 'favorit', 'burger', 'rajun', 'cajun', 'jalapeño']",2016-08-02 00:25:10,0
43,Dub5_k3Y6f3nUUpjVcSIYQ,FMMNajth88mWX76QVp6N9Q,"['free', 'park', 'park', 'ramp', 'back', 'build', 'entranc', 'broom', 'st.', 'W.', 'washington', 'ave', 'mifflin', 'St']",2012-01-02 20:21:20,0
44,FKclATu5-fmK6lsAUuHp7w,H_og8Pdq2ijAx1QrWjCMNQ,"['A', 'sit', 'restaur', 'locat', 'north', 'side', 'hyve', 'groceri', 'emporium']",2015-05-26 17:44:17,0
45,uf1UdKswKWOqFLUvRvvbzA,C37hwsGUHn_3-il0ypeY-Q,"['long', 'wait', ""'s"", 'good', 'vibe', 'patio', 'open', '!', '!', '!', 'love', 'tofu', 'scrambl', 'ootw', '!', '!', '!']",2013-08-18 15:46:07,0
46,bLW-4PNkuyZppt9WVrbFpQ,Lku_keJf44D0LxbRAIZOcg,"['huge', 'portion', 'cheap', 'you', 'get', 'rice/noodl', 'two', 'entre', '$', '6.35', 'veri', 'quick', 'good', 'grab', 'go', 'kind', 'place']",2014-06-08 19:45:17,0
47,usDz69crRmnT5i3027ZH6Q,QBDwbEEc9uEnn7dzVZu60Q,"['what', '?', 'peopl', 'realli', 'struggl', 'see', 'socal-styl', 'joint', '?', 'http', ':', '//www.theboilingcrab.com/our-stori']",2017-06-17 14:44:58,0
48,9OKuyZvLn7dHEwLpLdLciQ,Wtp0Pfnhd7NvUIEawiIjTA,"['sport', 'bar', 'amaz', 'rotat', 'tap', 'collect', 'plu', 'pull', 'tab', '!']",2014-09-08 15:29:57,0
49,vo39YEOYqWisqRQ2y8wpzQ,XmsBtCykUtObXg4Q1mYpvg,"['alway', 'love', 'place', 'beauti', 'ambianc', 'bibimbap', 'fun', 'meal', '!']",2015-09-21 04:43:06,0
50,ozbfQcbbAMXEsEZ0DkDH4A,cUlrdqPesvSD3V26957Hqw,"['surprisingli', 'fun', 'dive', 'bar', 'great', 'bartend', '!']",2015-09-08 00:05:59,0
51,uf1UdKswKWOqFLUvRvvbzA,GnODIDJz09LecpudDoynCg,"['realli', 'pack', '!']",2011-05-01 00:46:05,0
52,srFZ0_Q7ktL5USL63yzrHQ,wX8btbqgyFh0yHgmyR8ovA,"['My', 'search', 'end', 'best', 'fri', 'ice', 'cream', 'ever', '!', '!', '!', '!', '!']",2015-06-08 20:03:47,1
53,9SWtEX1k9AjRg93BAzMCpg,M25NgFDHrozQn4MhIsEpRw,"['have', 'marko', 'make', 'special', 'j.j.', 'martini', 'amaz', '!']",2013-08-21 23:46:19,0
54,R6-3KTxBU37RB5KQDNLJCA,0rrq-d9iNL2rrLET61v7jg,"['cheap', 'quick', 'mexican', 'food', 'good', 'larg', 'group', 'fast', 'servic', 'decent', 'food']",2012-01-06 17:52:53,0
55,4HwS2oCVQ1-f_kzHCv5X3A,VGKq16vCdPPHMoryy6XTHg,"['bring', 'cash']",2016-12-01 05:40:44,0
56,FKclATu5-fmK6lsAUuHp7w,XmsBtCykUtObXg4Q1mYpvg,"['holi', 'crap', 'fri', 'pickl', 'incred']",2013-11-30 21:34:34,0
57,uf1UdKswKWOqFLUvRvvbzA,NYf9TKBKPpa1wkA_uwIlfg,"['bob', ""'s"", 'bad', 'breath', 'best', '!', '!', '!', 'I', 'also', 'love', 'chicken', 'dijonnais', 'garlic', 'potato', '!']",2013-05-17 02:46:17,0
58,I2OXWsGgBpmSAgeU43nuDQ,B2KSgKekQfeOFHWH7g68Tg,"['pay', 'cash', ""'ll"", 'get', '5', '%', 'lunch', '10', '%', 'dinner', '!']",2014-03-31 04:48:43,0
59,P2oqCr2e-ZtXmsXVtSImeg,Sh_c-UZ8Tk_H1porVieNmA,"['the', 'mango', 'hot', 'sauc', 'fantast']",2017-11-18 00:36:54,0
60,tZKgDQ_JG6tfO8S_0fMqMw,QxqMKO5IZCQUUWIx8nTDJw,"['great', 'custom', 'servic', '!', '!']",2016-04-21 22:19:07,0
61,uf1UdKswKWOqFLUvRvvbzA,0ETtpZSd6f7q_-o-7gutPg,"['yummi', 'crepe', 'pastri', 'coffe']",2011-12-24 17:40:21,0
62,FqNT4NXpauSXVzP9TXHkMg,kDCmjSgYGn8MbQsnO5UJnA,"['top', 'shelf', 'summer', 'tast', '!']",2014-08-25 23:27:46,0
63,sz--yXyCbVgi56K3NGMw2Q,3S8ofvLdDZUE2M7L5eDquw,"['great', 'food', 'servic', '!']",2014-09-02 19:22:57,0
64,92sdIE4JUZZptwhKtF_kkw,HY123qqsjVwmurS7hcCSkw,"['I', 'like', 'dagwood', 'burger', 'swiss', 'chees', 'green', 'oliv', 'thousand', 'island', 'dress', '!', ':', 'blue', 'gill', '!', '!', '!']",2014-08-30 16:59:46,0
65,dBF5HTs9cMkeIa5YuLq7Ng,ewEDv_q-K0fV0FepkHB8sA,"['tornado', 'stake', 'hous', 'best', 'madison', 'I', 'love', 'place', '!', '!', 'the', 'dessert', 'good', '!', '!', '!']",2016-01-18 03:26:16,0
66,vL-7Z3rtMYLbY-L7Xd0JAw,2-su3xdxOvyF0_2GZN4FLw,"['they', 'super', 'friendli', 'even', 'earli']",2015-09-27 12:54:49,0
67,wXMzvXMDdeR1kLUp5cCJmg,Y2Z1Ig5I1E3PSU_GQQUW9Q,"['the', 'worst', 'take', 'place', 'madison', 'your', 'order', 'take', '2', 'hour', 'get', 'readi', 'stay', 'away']",2012-08-02 03:47:27,0
68,VHoz-_mf_jFQCINNkBMKSw,mzq_UgBRWsxTjb7oBNajWA,"['great', 'brunch', 'buffet', '!']",2012-06-03 17:52:07,0
69,Gh6sagblKhuMpWUDWeQjNg,hEUAUdG4fBdYWvPeEASnng,"['restaur', 'close', 'unknown', 'reason', 'got', 'back', 'trip', 'find', 'close']",2014-03-26 19:38:45,0
70,wurAOktmUxvpOeOhkkg_Bw,dsvLqlcYaD0QbVGjVKm-lg,"['bring', 'inner', 'hick', 'uniqu', 'wisconsin', 'experi', 'judg', 'dont', 'hate']",2014-03-17 00:25:03,0
71,lgPhaeGNKppTuZjd7gOKnQ,p4qvXkb34X8hgidxEZ33Gw,"['long', 'wait', 'delici']",2013-08-24 18:38:37,0
72,MmTNOGwC-xN4oi9oRbJnnQ,2J0mx9CAcP01RpwQkdBcGw,"['realli', 'slow', 'servic', 'even', '8pm']",2016-04-30 01:06:14,0
73,d5WLqmTMvmL7-RmUDVKqqQ,ERXnerHflh86VOYKAopLMw,"['spici', 'level', '1', '5']",2016-05-01 20:23:03,0
74,JUT0U3HTSB3kz9Wh7N0GqA,lYbyy6TTmpk_mlYuYAWkDg,"['pretti', 'sure', 'I', ""'m"", 'listen', 'soundtrack', 'red', 'shoe', 'diari']",2012-10-09 18:29:17,0
75,WFP_CgkAjYpvUBDa01GMlA,M0pXDKKvnM5sc7ceisBD4Q,"['had', ""n't"", 'wow', 'gone', 'hill', 'food', 'terribl']",2017-06-27 18:46:23,0
76,KImDfKRpLV1vv7in15gehg,VeHqcEfR_-v2-bSvNYFgNA,"['quaint', 'place', 'meet', 'coffe', 'meal']",2014-04-04 16:38:06,0
77,CH9VC7aLLsV8NFdaoU_uog,EgtyW19V-64c6PmRuvzSEA,"['local', 'breweri', 'sever', 'healthi', 'fresh', 'food', 'item', 'menu', 'along', 'typic', 'pub', 'fare']",2014-04-08 23:40:59,0
78,XmUoErm8KkfP_ti71nXgAg,DHiXfpd_vSfCCeFXPSucTA,"['grab', 'silverwar', 'door', 'you', 'also', 'expect', 'bu', 'tabl']",2016-01-10 16:54:19,0
79,9OKuyZvLn7dHEwLpLdLciQ,-rLP6lfoQmOO_5Pf2bTkqg,"['you', 'need', 'scone', 'trust']",2014-06-08 17:37:14,0
80,wXMzvXMDdeR1kLUp5cCJmg,hoqk5SFvERVDJVXUaFLpLQ,"['best', 'french', 'fri', 'town', '!']",2012-07-30 02:33:59,0
81,IRm88a4SxiAA9nndsMC9lA,84WYW7OfV-IXUJk95EL5_Q,"['dinner', '!']",2011-12-31 01:48:15,0
82,E-F6eGQJ-ODE8tmF1GGFRw,lk9FXwKCOxIvXAWF8zr_Zg,['close'],2010-08-21 02:59:28,0
83,_PEbgOZh_hR03RZwHGre3w,hoqk5SFvERVDJVXUaFLpLQ,"['thi', 'establish', 'chang']",2016-01-29 17:48:15,0
84,Q9lCkE8c-rc4tk-pfc5P1w,LYpujMCxfrHcSO_NA1BRQg,"['great', 'littl', 'breakfast', 'place', '!', '!', 'loos', 'tea', 'vegetarian', 'option', 'homemad', 'pastri', ':', 'I', 'recommend', 'mexican', 'omelet', '!', 'will', 'back', ':']",2013-05-30 03:21:42,0
85,L0CnEuVsjc43hh6JDWJLGg,E9fhAPEnwiKkH85gmuYbdw,"['toooooo', 'sllllooooowwwww']",2016-05-19 21:15:05,0
86,ilgrAfnldXykcpoBwSMgnQ,wQgY7CdljLdCJm6XIk1HuA,"['the', 'sign', 'say', '``', 'miracl', ""''"", 'get', 'sub', 'five', 'minut', 'Go', 'ahead', 'get', 'garlic', 'bread', 'sandwich', 'worth', 'wait']",2014-03-27 17:16:10,0
87,kzz4lKJl5b-Kqs6f_H7u3w,PLiVD2blqBDRzAAd1_RxxQ,"['the', 'breakfast', 'sandwich', 'hit', 'spot', 'inexpens', '$', '3-4']",2015-12-05 19:22:05,0
88,TTaDUESMi5DdEgzDlRaZPg,NblDm3wwmniqsAgedLSTwA,"['scallop', 'bland', 'underseason', 'way', 'expens', '4', 'scallop']",2012-08-02 01:12:59,0
89,VHoz-_mf_jFQCINNkBMKSw,9h-dDy31vMwnlBoX3A7SSQ,"['.70', 'want', 'wing']",2011-12-30 05:04:50,0
90,hQ7GCAaeLAu6LSgGGUMNvA,C37hwsGUHn_3-il0ypeY-Q,"['mickey', 'burger', '!', '!', '!']",2014-03-22 19:09:26,0
91,uf1UdKswKWOqFLUvRvvbzA,NiBzh0kHusvH5rdnpm7yVw,"['there', ""'s"", 'cheap', 'eat', 'happi', 'hour', '5-9pm', 'bar', 'area', 'sun', 'thur', '!', '!', '!', 'food', 'amaz', 'and', 'happi', 'hour', 'drink', '5-7pm']",2014-03-27 23:33:10,0
92,G5BqF32PyIQ5IvplDvpKnA,-pV9kWNoA9vyHfM_auYecA,"['great', 'warm', 'place', 'hang', 'winteri', 'night', 'christma', 'ale']",2010-12-11 02:45:57,0
93,P_Zde35CGpwramd-lNA2wg,EgtyW19V-64c6PmRuvzSEA,"['A', 'madison', 'stapl']",2014-09-06 18:30:20,0
94,SOegnrCTG9gPmrQMU6x82A,yfvldEvsIfzcvWqmU8un3w,"['breakfast', '!', '!', '!', '!']",2012-10-06 13:30:49,0
95,ilgrAfnldXykcpoBwSMgnQ,uMZxxZrbM441LnnfqR1WOQ,"['spici', 'pub', 'chip', 'give', 'harmoni', ""'s"", 'chip', 'run', 'money']",2016-05-01 00:56:04,0
96,bGzQELylOfNPi_XpitxPTQ,1a3Pkkwb7yB_vmxgKwmqXw,"['amaz', 'rooftop', 'space', '!', '!', '!']",2013-08-20 00:11:32,0
97,SOegnrCTG9gPmrQMU6x82A,0au_HRvOYfhQyvdvjZdzUg,"['$', '10', 'lunch', 'special', '10-3', 'daili', 'sushi', 'miso', 'seawe', 'salad']",2016-04-23 17:53:44,0
98,e4_SLq4h7q_NC3Xv4LsTjA,WkHVtY5voeLCvv61klhUnA,"['park', 'n', ""'"", 'ride', '!']",2011-04-29 14:00:54,0
99,ACP7CyxfItBr-MaRBbGs9Q,aWYWNfHuQJyRwDHaHq8X1w,"['they', ""n't"", 'take', 'reserv', 'My', 'group', 'stood', 'around', 'hour', 'week', 'night', 'wait', 'tabl', 'Do', ""n't"", 'bother', 'come', 'group', 'larger', '4']",2015-12-31 01:13:48,0
100,ZNIn9PC0sHumZ0r5PG8tLQ,jzr6jW5cQ0jpPhEo4kGMBw,"['good', 'servic', 'food', 'environ']",2016-08-08 20:21:49,0
101,uf1UdKswKWOqFLUvRvvbzA,G099MT9cwtwgdsR71JLp6w,"['daili', 'special', 'dessert', '!', 'tigel']",2013-08-16 00:09:58,0
102,nQAM59y5RCiqerT3thcr6g,Rn9FfZqjIU1oy8XaST9qbw,"['the', 'cinnamon', 'donut', '=', 'yum', '!']",2016-11-19 17:59:50,0
103,s4BgZ9tRRPKxjUcOJcyomA,zjwdU1OdlbKTGjm-IfD4TQ,"['Do', ""n't"", 'order', 'reuben', 'roll', '...', 'yuck']",2014-06-21 02:15:29,0
104,81m1u2m4pJx9RfwZH6ViLQ,UFyzcr1y2r3y-e_tNpA9VA,"['great', 'place', 'pork', 'sandwich', '1/3', 'rack', 'best', 'way', 'experi', 'smoki', 'jon', ""'s"", 'bbq', 'first', 'time']",2012-10-25 19:09:01,0
105,adtOywpRnG5-4mjQMQE1FA,1Os0g2rh6I50ZIXEZSaNkA,"['forget', 'cereal', 'milk', 'bout', 'cereal', 'milkshak', 'wowza']",2014-03-25 15:06:18,1
106,uf1UdKswKWOqFLUvRvvbzA,iUPRmBfFZe4oz78R9m_zSw,"['delici', 'food', '!', 'great', 'atmospher', '!']",2013-05-19 00:11:21,0
107,niuSuIKt6XCiTwh0hLbbUg,VfWX3UCKvUnVktdOuR8TwA,"['honeydew', 'tea', 'id', 'refresh', '!']",2014-08-31 17:13:16,0
108,uig9_3wZN5f4m4D8rJ33pg,tsDdetbc4qtzgAPtcLH87A,"['donut', 'burger', 'bunch', 'start', '9:30']",2016-07-31 15:08:43,0
109,ozbfQcbbAMXEsEZ0DkDH4A,aVBFKYoF0AHuusNssaQpJA,"['mac', 'chees', 'pizza', 'life', 'sooooo', 'good']",2016-01-06 16:46:16,0
110,tGttNiR6zHGKlh128C3dYA,QkZEdBfKhXwCF38AJG1Ylw,"['close', '4/19/17', 'till', 'notic', 'websit', 'indic', 'look', 'leas', 'option', 'time', 'updat', 'decis', 'via', 'websit']",2017-06-21 16:57:44,0
111,JUT0U3HTSB3kz9Wh7N0GqA,qB5m-TgJx_zeWKLLxKRfUA,"['amaz', '!', '!', '!', 'what', 'awesom', 'oliv', 'collect', '!']",2013-12-05 21:02:59,0
112,d5WLqmTMvmL7-RmUDVKqqQ,xtDZdPaHwhAwoo77QV9Oeg,"['chees', 'rice', ""'s"", 'take', '10', 'min', 'get', 'gift', 'card']",2016-01-13 20:47:43,0
113,NLyNvJ9LGG0DFAvUph97wQ,NYf9TKBKPpa1wkA_uwIlfg,"['``', 'Le', 'toast', ""''"", 'bomb', '!']",2013-11-30 17:38:53,0
114,UpKyMVk02grOEJDPPsbZjQ,hNuDWMtu56NLz4L1Ghm0aA,"['appl', 'pie', 'shot', 'badger', 'score', '!', 'veri', 'loud', '!', 'parti', 'anim', '!']",2015-09-12 18:28:22,0
115,mO35JGByB8_Uy_4Ff2r15w,54KMQVxWMYWgHKQiZa_58Q,"['bet', 'bbq', 'town']",2017-09-27 18:59:23,0
116,-2j0CsqJasPaeAxSMOjB7g,lYbyy6TTmpk_mlYuYAWkDg,"['My', 'favorit', 'coffe', 'place', 'madison', '!']",2013-12-13 05:00:07,0
117,6oc3r23phAr6dKv9384yLg,iu_gqOmU82QAkoEgfmM_og,"['new', 'owners-', 'everyth', 'place', 'great', '!', '!']",2014-03-15 00:22:47,0
118,uf1UdKswKWOqFLUvRvvbzA,HxC7kYHEVO-GKHvDoeI2RQ,"['love', 'japcha', '!']",2011-04-21 00:55:06,0
119,fqz6TBmIdWR8sQOOIyzB7g,h98IJqWW0wVxwoLV03Azfw,"['mess', 'order', 'gave', 'coupon', '2', 'free', 'pizza', 'free', 'drink', 'garlic', 'strip', '!', 'and', 'smile', 'that', ""'s"", 'servic']",2017-06-22 23:43:17,0
120,L4j6jjo1pCalYPKMkHi0kw,2C5nGjdzF0zMWvD9iVma0g,"['what', 'zander', ""'s"", 'moe', ""'s"", '...', '.and', 'diego', ""'s""]",2012-11-30 18:18:58,0
121,W1JxeFHz2JNKBzE1zm7WuQ,lYbyy6TTmpk_mlYuYAWkDg,"['nice', 'tabl', 'back']",2012-10-06 20:47:16,0
122,Q1IENmNc6bdDruACmhy4mg,6Qpo9mVLl60gu-ajJvcBLQ,"['super', 'quick', 'servic', '!', 'you', '10-15', 'minut', 'without', 'call', 'anyth', 'ahead']",2015-01-16 02:37:53,0
123,VHoz-_mf_jFQCINNkBMKSw,EgtyW19V-64c6PmRuvzSEA,"['great', 'sunday', 'brunch']",2011-10-09 15:19:48,0
124,uf1UdKswKWOqFLUvRvvbzA,VMPSdoBgJuyS9t_x_caTig,"['favorit', 'comfort', 'food']",2012-07-26 01:38:42,0
125,OnfwPAs_mVdSAEigKMFHQw,Iq1P8S3--gqd50xoQJxpqA,"['join', 'free', 'loyalti', 'club', 'free', 'bowl', '!', 'and', 'definit', 'order', 'ahead', 'onlin', ""n't"", 'good', '10-15', 'minut', 'wait']",2016-07-30 18:38:07,0
126,ilgrAfnldXykcpoBwSMgnQ,-_AIYUuchxDMe7fUCxtxMw,"['best', 'coffe', 'town', 'cargo', 'alway', 'perfectli', 'consist', 'roasty-toasti', 'sour-bitt']",2015-02-04 09:42:14,0
127,V7Q6GjezXk1GanE__2DeSg,c_-0jkr-MkK2EdlbJaXgyw,"['realli', 'good', 'hous', 'made', 'brat', '!']",2017-06-14 01:02:25,0
128,CiuZhF8WUmz2dAW4ojbvIg,84WYW7OfV-IXUJk95EL5_Q,"['grab', 'groupon', '!']",2016-01-11 20:55:39,0
129,NE-SiBm-BD1vpPpIFt4kdw,xBm40tTwoKYP8OBP4ruPDw,"['there', ""'s"", 'frat', 'hous', 'next', 'door', 'like', 'blast', 'music', 'world', 'hear', '...', 'sigh', '...']",2011-04-08 22:50:30,0
130,uf1UdKswKWOqFLUvRvvbzA,6ByLcHHPTXepgDg7mx3A0A,"['happi', 'hour', '4', '6pm', '?']",2011-07-28 21:37:23,0
131,ADZunBgcxyCff7qpHWcBhw,NYf9TKBKPpa1wkA_uwIlfg,"['fun', 'place', 'go', 'cocktail', 'grub']",2017-06-21 00:12:19,0
132,bS2_wR5sLoi5ucga_cFeKQ,WJhhjBkgS9FtXET_EJ1HTQ,"['wow', 'meat', 'tender', 'juici', 'veri', 'clean', 'great', 'custom', 'servic']",2016-05-11 20:05:26,0
133,tbycp0aRhRsiAVYUAVR_uQ,okeUtkqtXlc8fjGuduJubg,"['great', 'lunch', 'drink', 'special']",2016-08-10 23:36:11,0
134,uf1UdKswKWOqFLUvRvvbzA,G099MT9cwtwgdsR71JLp6w,"['love', 'burrata', '!', 'the', 'vin', 'santo', 'bianco', 'great', '!', 'pasta', '!', '!', 'seafood', 'fresh', '!']",2013-05-17 23:06:41,0
135,r-zUIQPaHzvIyL93wQaoiQ,aVBFKYoF0AHuusNssaQpJA,"['bring', 'back', 'slice', 'box', 'receiv', 'doubl', 'punch']",2012-01-16 19:19:05,0
136,r-zUIQPaHzvIyL93wQaoiQ,1GGLx6k4SgM-MykB5TTiJg,"['key', 'lime', 'custard', 'tast', 'like', 'vanilla']",2012-01-27 23:25:49,0
137,uf1UdKswKWOqFLUvRvvbzA,kPr9rYEkGwbRLgUHvKljQQ,"['love', 'shroom', 'pizza', '!', '!', '!']",2011-10-30 00:19:13,0
